"","Sensor","last_name","first_name","date","type","position","feature_distance","feature_d_speed_0_5","feature_d_speed_5_10","feature_d_speed_10_15","feature_d_speed_15_21","feature_d_speed_21_24","feature_d_speed_24_30","feature_d_speed_over30","feature_hid_d_15","feature_hid_d_21","feature_acc_3mss","feature_dec_3mss","feature_acc_3.5mss","feature_dec_3.5mss","feature_acc_4mss","feature_dec_4mss","feature_sprint_over24","feature_avg_speed","feature_max_speed","feature_max_acc"
"52","4","KNEZEVIC","STEFAN",2020-07-02 18:30:30,"game","center back",10.77,2.19,3.54,3.37,1.34,0.2,0.13,0,1.65,0.33,71,99,33,49,13,22,11,6.88,28.53,4.69
"53","5","ALVES","LUCAS",2020-07-02 18:30:30,"game","center back",10,2.2,3.68,2.84,1,0.13,0.14,0.01,1.26,0.28,72,86,23,38,11,19,10,6.35,31.1,5.02
"54","7","IBRAH","NDIAYE",2020-07-02 18:30:30,"game","left forward",9.67,1.97,2.72,2.86,1.48,0.28,0.3,0.06,2.09,0.63,133,138,62,80,26,37,17,7.16,33.75,5.73
"55","9","MARGIOTTA","F",2020-07-02 18:30:30,"game","ran center",8.19,1.63,2.41,2.62,1.16,0.25,0.11,0.03,1.52,0.38,60,53,22,31,6,13,9,7.22,30.43,4.49
"56","10","ELEKE","BLESSING",2020-07-02 18:30:30,"game","center forward",3.01,0.73,1.2,0.67,0.36,0.03,0.02,0,0.4,0.05,34,25,15,13,7,5,1,6.36,27.54,4.93
"57","11","SCHURPF","PASCA",2020-07-02 18:30:30,"game","left forward",4.4,0.97,1.43,1.14,0.65,0.12,0.1,0,0.85,0.21,59,48,30,25,9,7,8,6.9,29.58,4.74
"58","12","SIDLER","SYLVAN",2020-07-02 18:30:30,"game","left back",1.39,0.37,0.44,0.37,0.22,0,0,0,0.22,0,9,18,5,12,3,5,0,6.09,21.13,4.55
"59","15","SCHULZ","MARVIN",2020-07-02 18:30:30,"game","center midfield",11.43,2,3.74,3.97,1.43,0.23,0.06,0,1.7,0.29,71,95,28,29,6,12,7,7.34,28.04,4.48
"60","17","GRETHER","SIMON",2020-07-02 18:30:30,"game","right back",10.79,2.25,3.54,3.01,1.54,0.31,0.15,0,1.97,0.45,121,92,56,57,20,36,13,6.9,27.93,4.94
"61","18","EMINI","LORIK",2020-07-02 18:30:30,"game","orik center",10.86,1.97,3.99,3.43,1.24,0.16,0.07,0,1.45,0.23,47,86,12,49,1,15,5,6.96,28.21,4.26
"62","22","BURCH","MARCO",2020-07-02 18:30:30,"game","right back",11.13,2.15,3.87,3.27,1.42,0.21,0.19,0.01,1.81,0.41,97,111,52,65,23,39,12,7.11,30.52,5.1
"63","23","MISTVAFOVIC","DAVID",2020-07-02 18:30:30,"game","center back",6.91,1.19,2.35,1.87,1.2,0.2,0.11,0,1.48,0.3,71,94,19,59,7,38,7,7.36,29.8,4.6
"64","77","RYDER","MATOS",2020-07-02 18:30:30,"game","center forward",10.04,2.47,3.45,2.2,1.26,0.31,0.3,0.05,1.9,0.65,71,87,31,56,16,34,19,6.46,32.18,5.19
"65","4","KNEZEVIC","STEFAN",2020-12-02 17:16:19,"game","center back",10.72,2.49,3.68,3.01,1.29,0.18,0.07,0,1.52,0.25,90,100,37,48,14,18,6,6.41,26.99,4.71
"66","5","ALVES","LUCAS",2020-12-02 17:16:19,"game","center back",9.53,2.61,3.58,2.3,0.89,0.12,0.04,0,1.02,0.15,63,59,21,29,11,11,5,5.67,28.08,5.04
"67","7","IBRAH","NDIAYE",2020-12-02 17:16:19,"game","left forward",2.99,0.78,0.76,0.77,0.45,0.13,0.1,0,0.67,0.24,46,51,26,25,12,15,8,6.2,28.81,5.33
"68","9","SORGIC","DEJAN",2020-12-02 17:16:19,"game","ejan center",10.16,2.82,3.46,2.07,1.38,0.24,0.2,0,1.78,0.42,95,127,38,72,16,41,13,6,28.3,4.96
"69","10","SCHAUB","LOUIS",2020-12-02 17:16:19,"game","center midfield",10.41,2.8,3.05,2.81,1.42,0.23,0.11,0,1.74,0.33,60,88,27,45,12,26,9,6.73,28.3,5.07
"70","12","SIDLER","SYLVAN",2020-12-02 17:16:19,"game","left back",10.43,2.95,3.57,2.38,1.17,0.21,0.14,0,1.5,0.35,85,98,36,59,11,26,10,6.01,29.87,4.94
"71","14","CARBONELL","ALEX",2020-12-02 17:16:19,"game","lex center",8.78,1.77,2.58,2.91,1.37,0.12,0.03,0,1.49,0.14,65,70,34,28,8,12,3,7.05,25.75,4.29
"72","15","SCHULZ","MARVIN",2020-12-02 17:16:19,"game","center midfield",10.55,2.65,3.53,2.79,1.27,0.17,0.13,0,1.55,0.3,52,72,25,41,7,21,9,6.31,29.46,4.79
"73","20","ALOUNGA","YVAN",2020-12-02 17:16:19,"game","left forward",2.67,0.84,0.85,0.53,0.32,0.06,0.06,0,0.44,0.12,30,29,13,22,7,10,6,5.64,28.19,4.52
"74","23","TAZAR","VAROL",2020-12-02 17:16:19,"game","left forward",7.45,1.94,2.32,1.8,1.02,0.21,0.15,0.01,1.37,0.36,39,71,19,44,10,21,14,6.19,30.92,4.6
"75","25","FRYDEK","MARTIN",2020-12-02 17:16:19,"game","artin left",11.07,2.77,3.64,2.87,1.39,0.24,0.16,0,1.76,0.39,59,99,29,46,9,23,15,6.34,27.75,6.33
"76","27","SCHWEGLER","CHRISTIAN",2020-12-02 17:16:19,"game","right back",0.95,0.36,0.21,0.19,0.12,0.03,0.03,0.01,0.19,0.07,8,10,8,10,2,6,2,4.82,30.77,4.45
"77","77","F","UGRINIC",2020-12-02 17:16:19,"game","ilip center",11.22,2.5,3.77,2.89,1.54,0.38,0.14,0,2.03,0.51,79,99,38,40,21,22,16,6.7,27.9,4.89
"78","3","BÜRKI","MARCO",2020-03-03 12:59:02,"game","left back",8.47,1.89,3.25,2.2,0.95,0.15,0.03,0,1.11,0.17,59,77,27,39,9,23,2,6.72,28.02,5.57
"79","4","KNEZEVIC","STEFAN",2020-03-03 12:59:02,"game","center back",5.35,1.05,1.95,1.69,0.56,0.08,0.02,0,0.65,0.1,39,45,20,19,6,7,3,7.03,24.89,4.51
"80","5","ALVES","LUCAS",2020-03-03 12:59:02,"game","center back",5.02,1.1,1.87,1.46,0.51,0.06,0.03,0,0.58,0.08,42,35,18,22,8,11,2,6.62,27.9,5.36
"81","6","BALATUBAN","ASH",2020-03-03 12:59:02,"game","left back",2.34,0.5,0.81,0.59,0.33,0.06,0.05,0,0.43,0.11,22,20,8,11,4,7,3,7.03,26.86,4.37
"82","9","MARGIOTTA","F",2020-03-03 12:59:02,"game","ran center",5.04,1.14,1.67,1.46,0.63,0.1,0.04,0,0.76,0.14,26,30,8,13,2,4,3,6.8,27.76,4.24
"83","10","ELEKE","BLESSING",2020-03-03 12:59:02,"game","center forward",8.1,2.29,2.92,1.75,0.99,0.11,0.04,0,1.13,0.15,63,77,24,40,12,22,5,6.44,28.59,5.21
"84","11","SCHURPF","PASCA",2020-03-03 12:59:02,"game","left forward",5.6,1.06,1.89,1.47,0.89,0.17,0.1,0.01,1.16,0.28,51,62,28,30,8,18,6,7.44,31.2,4.87
"85","12","SIDLER","SYLVAN",2020-03-03 12:59:02,"game","left back",5.68,1.18,1.95,1.43,0.82,0.16,0.14,0,1.1,0.29,38,77,15,43,4,30,12,7.31,29.69,4.86
"86","13","NDENGE","TSIY",2020-03-03 12:59:02,"game","center midfield",5.51,1.05,1.82,1.96,0.66,0.02,0,0,0.66,0.02,32,53,10,34,2,13,0,7.3,22.34,4.53
"87","14","VOCA","IDRIZ",2020-03-03 12:59:02,"game","center midfield",6.07,0.9,1.93,2.24,0.93,0.07,0,0,1,0.07,26,35,12,18,3,7,1,8.02,24.24,4.77
"88","15","SCHULZ","MARVIN",2020-03-03 12:59:02,"game","center midfield",9.19,1.51,3.14,2.76,1.41,0.25,0.11,0,1.75,0.36,40,78,17,32,6,17,13,7.73,28.24,5.04
"89","17","GRETHER","SIMON",2020-03-03 12:59:02,"game","right back",7.99,2.03,2.62,1.96,1.01,0.26,0.11,0.01,1.36,0.37,61,80,32,41,10,15,8,6.79,31.04,5.88
"90","18","EMINI","LORIK",2020-03-03 12:59:02,"game","orik center",2.46,0.39,0.92,0.8,0.29,0.03,0.02,0,0.34,0.06,10,22,1,13,0,0,1,7.65,27.12,3.51
"91","20","DEMHASAJ","MIMI",2020-03-03 12:59:02,"game","center forward",5.35,1.15,1.75,1.45,0.8,0.12,0.08,0,0.99,0.2,42,45,19,23,7,7,4,7.11,28.86,4.84
"92","21","MALES","DARIAN",2020-03-03 12:59:02,"game","center forward",5.76,1.04,1.61,1.88,0.99,0.2,0.04,0,1.21,0.23,81,62,34,32,15,18,6,7.66,26.25,4.68
"93","22","BURCH","MARCO",2020-03-03 12:59:02,"game","right back",5.25,1.1,2.04,1.34,0.67,0.08,0.01,0,0.75,0.09,44,59,12,34,8,16,2,6.9,25.52,4.79
"94","23","MISTVAFOVIC","DAVID",2020-03-03 12:59:02,"game","center back",5.7,0.94,1.91,1.6,0.92,0.2,0.11,0.01,1.23,0.32,37,73,19,50,3,31,10,7.58,30.42,4.27
"95","28","TIA","CHEF",2020-03-03 12:59:02,"game","center forward",2.83,0.38,0.81,0.93,0.57,0.09,0.05,0,0.7,0.13,20,40,12,24,4,10,3,8.6,27.29,4.55
"96","77","RYDER","MATOS",2020-03-03 12:59:02,"game","center forward",4.52,1.46,1.39,0.85,0.52,0.09,0.16,0.04,0.81,0.29,41,34,21,17,10,10,10,5.92,32.39,7.44
"97","0","BALATUBAN","ASH",2020-08-03 18:30:07,"game","left back",1.99,0.4,0.62,0.55,0.31,0.06,0.04,0,0.41,0.1,16,23,12,11,2,8,3,7.64,29.66,4.11
"98","3","BÜRKI","MARCO",2020-08-03 18:30:07,"game","left back",11.36,2.67,4.08,2.69,1.41,0.31,0.21,0,1.9,0.51,98,117,43,66,21,36,14,6.82,30,4.79
"99","4","KNEZEVIC","STEFAN",2020-08-03 18:30:07,"game","center back",11.67,2.31,4.12,3.73,1.26,0.17,0.09,0,1.5,0.26,58,103,28,49,8,30,8,7.1,28.66,4.56
"100","9","MARGIOTTA","F",2020-08-03 18:30:07,"game","ran center",7.23,1.78,2.51,1.78,0.82,0.25,0.09,0,1.14,0.33,37,61,17,24,6,10,13,6.73,26.51,4.85
"101","12","SIDLER","SYLVAN",2020-08-03 18:30:07,"game","left back",11.04,2.95,3.83,2.66,1.21,0.19,0.2,0,1.58,0.39,59,101,29,57,19,29,17,6.56,30.91,6.42
"102","13","NDENGE","TSIY",2020-08-03 18:30:07,"game","center midfield",9.42,2.31,3.14,2.24,1.33,0.27,0.12,0,1.7,0.38,67,95,28,57,5,29,11,6.75,29.11,4.62
"103","14","VOCA","IDRIZ",2020-08-03 18:30:07,"game","center midfield",12.54,1.97,3.87,4.47,1.88,0.25,0.11,0,2.21,0.35,61,127,27,61,11,23,7,7.74,27.52,4.8
"104","15","SCHULZ","MARVIN",2020-08-03 18:30:07,"game","center midfield",11.04,2.35,4.43,2.89,1.08,0.2,0.08,0.01,1.35,0.28,40,75,24,44,11,23,7,6.71,31.69,4.3
"105","17","GRETHER","SIMON",2020-08-03 18:30:07,"game","right back",8.12,1.56,2.65,2.35,1.22,0.25,0.09,0,1.53,0.33,61,84,24,45,9,30,9,7.46,27.43,4.92
"106","20","JASHARI","ARDON",2020-08-03 18:30:07,"game","center midfield",3.59,0.88,1.24,0.93,0.41,0.08,0.04,0,0.53,0.12,25,39,9,18,1,11,4,6.69,27.18,4.51
"107","21","MALES","DARIAN",2020-08-03 18:30:07,"game","center forward",3.42,0.56,0.86,1.13,0.73,0.09,0.04,0,0.85,0.12,19,39,6,21,2,10,2,8.41,25.99,4.13
"108","22","BURCH","MARCO",2020-08-03 18:30:07,"game","right back",3.78,0.83,1.33,1,0.48,0.1,0.04,0,0.61,0.14,41,45,20,28,5,15,4,6.92,28.48,4.67
"109","23","MISTVAFOVIC","DAVID",2020-08-03 18:30:07,"game","center back",12.52,1.86,4.31,3.86,2.01,0.35,0.13,0,2.46,0.48,103,138,40,85,17,36,10,7.68,29.15,5.2
"110","77","RYDER","MATOS",2020-08-03 18:30:07,"game","center forward",7.72,2.13,2.75,1.41,0.96,0.23,0.22,0.02,1.41,0.46,51,83,23,47,9,28,15,6.25,30.62,4.7
"111","2","KAKABADZE","OTAR",2019-11-03 15:00:22,"game","right back",11.14,2.55,3.59,2.84,1.65,0.3,0.21,0,2.13,0.5,73,95,36,62,16,25,16,6.54,29.17,5.64
"112","4","KNEZEVIC","STEFAN",2019-11-03 15:00:22,"game","center back",11.12,2.42,3.98,3.2,1.14,0.24,0.14,0,1.5,0.38,91,103,40,61,13,29,16,6.5,27.78,4.93
"113","5","ALVES","LUCAS",2019-11-03 15:00:22,"game","center back",9.53,2.63,3.6,2.34,0.86,0.09,0,0,0.93,0.09,58,87,26,32,6,12,1,5.51,24.13,4.82
"114","7","IBRAH","NDIAYE",2019-11-03 15:00:22,"game","left forward",11.44,2.58,3.18,3.15,1.86,0.39,0.27,0.01,2.5,0.66,107,98,39,64,17,34,18,6.65,31.22,5.62
"115","9","MARGIOTTA","F",2019-11-03 15:00:22,"game","ran center",11.8,2.5,3.23,3.6,1.99,0.36,0.11,0,2.44,0.47,96,100,41,52,18,25,10,6.97,26.33,5.47
"116","10","ELEKE","BLESSING",2019-11-03 15:00:22,"game","center forward",5.07,1.4,1.93,1.09,0.5,0.09,0.06,0,0.64,0.15,23,35,7,16,3,7,6,6.09,28.57,4.35
"117","11","SCHURPF","PASCA",2019-11-03 15:00:22,"game","left forward",6.22,1.6,1.98,1.53,0.83,0.17,0.1,0,1.09,0.27,44,51,19,23,6,14,7,6.43,29.84,4.82
"118","12","SIDLER","SYLVAN",2019-11-03 15:00:22,"game","left back",11.41,2.73,3.93,2.9,1.39,0.29,0.17,0,1.81,0.45,94,129,36,72,15,50,14,6.48,29.56,4.91
"119","14","VOCA","IDRIZ",2019-11-03 15:00:22,"game","center midfield",12.08,2.42,3.76,3.9,1.69,0.24,0.08,0,1.97,0.31,67,95,29,33,13,11,8,7.07,27.67,4.86
"120","17","GRETHER","SIMON",2019-11-03 15:00:22,"game","right back",10.38,2.28,3.66,2.9,1.26,0.16,0.12,0,1.52,0.27,80,79,36,32,13,15,10,6.65,29.07,4.83
"121","20","DEMHASAJ","MIMI",2019-11-03 15:00:22,"game","center forward",0.98,0.35,0.25,0.24,0.1,0.03,0.02,0,0.14,0.04,3,9,2,3,0,0,1,5.51,27.14,3.78
"122","21","MALES","DARIAN",2019-11-03 15:00:22,"game","center forward",6.45,1.13,1.93,1.95,1.26,0.19,0,0,1.43,0.18,50,53,20,23,10,11,0,7.23,23.99,4.95
"123","77","RYDER","MATOS",2019-11-03 15:00:22,"game","center forward",5.67,1.43,1.75,1.38,0.85,0.18,0.09,0,1.1,0.26,57,53,27,36,17,20,8,6.36,27.68,4.85
"124","2","KAKABADZE","OTAR",2019-08-04 13:59:11,"game","right back",11.09,2.84,4.01,2.63,1.26,0.16,0.18,0,1.58,0.34,55,86,16,50,4,15,12,6.24,28.63,4.68
"125","3","CIRKOVIC","LAZAR",2019-08-04 13:59:11,"game","center back",9.7,3,4.08,1.76,0.65,0.13,0.08,0,0.84,0.2,37,60,14,25,4,15,6,5.44,26.52,4.82
"126","5","ALVES","LUCAS",2019-08-04 13:59:11,"game","center back",8.27,2.48,3.39,1.69,0.6,0.06,0.03,0.02,0.69,0.1,46,44,13,30,5,17,2,5.59,31.2,4.55
"127","6","ARNOLD","REMO",2019-08-04 13:59:11,"game","center midfield",11.81,2.35,4.55,3.33,1.28,0.17,0.11,0,1.54,0.28,62,102,27,56,8,27,6,6.69,29.89,4.4
"128","9","MARGIOTTA","F",2019-08-04 13:59:11,"game","ran center",11.46,2.68,3.71,3.04,1.67,0.24,0.12,0,2,0.35,68,89,26,48,7,26,12,6.57,28,4.44
"129","10","ELEKE","BLESSING",2019-08-04 13:59:11,"game","center forward",10.41,3.1,4.2,1.91,1,0.12,0.07,0,1.17,0.19,48,60,20,31,7,19,8,5.93,29.13,4.9
"130","11","SCHURPF","PASCA",2019-08-04 13:59:11,"game","left forward",8.55,1.73,3.42,2.15,0.97,0.17,0.12,0,1.23,0.28,62,74,26,50,9,29,8,6.74,29.76,4.77
"131","12","SIDLER","SYLVAN",2019-08-04 13:59:11,"game","left back",11.1,2.97,3.98,2.63,1.15,0.22,0.15,0,1.49,0.36,60,114,27,49,12,29,10,6.2,29.6,5.03
"132","13","NDENGE","TSIY",2019-08-04 13:59:11,"game","center midfield",10.14,2.83,3.79,2.53,0.85,0.12,0.02,0,0.98,0.14,45,59,16,19,5,7,3,5.76,26.06,4.8
"133","15","SCHULZ","MARVIN",2019-08-04 13:59:11,"game","center midfield",6.47,1.55,2.24,1.8,0.81,0.06,0.02,0,0.87,0.07,20,37,4,18,2,7,2,6.37,26.6,4.27
"134","20","DEMHASAJ","MIMI",2019-08-04 13:59:11,"game","center forward",1.89,0.53,0.63,0.44,0.25,0.04,0.01,0,0.29,0.04,18,20,8,13,5,5,1,6.03,24.71,4.26
"135","27","SCHWEGLER","CHRISTIAN",2019-08-04 13:59:11,"game","right back",3.04,0.79,0.99,0.74,0.32,0.11,0.09,0.01,0.51,0.2,25,35,20,23,8,7,5,6.19,30.94,5.47
"136","28","TIA","CHEF",2019-08-04 13:59:11,"game","center forward",5.42,1,1.74,1.42,0.94,0.25,0.08,0,1.25,0.32,43,60,16,27,5,11,5,7.23,26.95,4.33
"137","3","BÜRKI","MARCO",2020-10-04 13:59:41,"game","left back",10.41,2.81,3.21,2.71,1.41,0.16,0.11,0,1.66,0.27,60,95,28,44,10,25,7,6.15,29.97,5.75
"138","4","KNEZEVIC","STEFAN",2020-10-04 13:59:41,"game","center back",10.73,2.48,3.84,2.89,1.2,0.23,0.11,0,1.51,0.33,92,115,35,55,11,29,6,6.36,28.67,5.02
"139","5","ALVES","LUCAS",2020-10-04 13:59:41,"game","center back",10.3,2.45,3.7,2.65,1.08,0.27,0.14,0.01,1.48,0.41,81,98,39,53,17,24,10,6.12,31.87,5.17
"140","7","IBRAH","NDIAYE",2020-10-04 13:59:41,"game","left forward",3.02,0.66,0.82,0.9,0.47,0.08,0.09,0,0.63,0.17,28,27,16,17,5,7,3,6.54,28.98,4.81
"141","9","SORGIC","DEJAN",2020-10-04 13:59:41,"game","ejan center",3.79,0.84,1.32,1.04,0.52,0.05,0.01,0,0.58,0.06,26,30,11,15,3,7,2,6.2,26.18,4.88
"142","10","SCHAUB","LOUIS",2020-10-04 13:59:41,"game","center midfield",11.74,2.81,3.16,3.11,1.93,0.5,0.22,0,2.62,0.71,84,92,39,48,13,24,16,6.82,29.25,5.43
"143","11","SCHURPF","PASCA",2020-10-04 13:59:41,"game","left forward",10.97,2.91,3.27,2.45,1.49,0.46,0.37,0.02,2.3,0.83,74,93,43,59,14,22,22,6.42,31.27,5.57
"144","12","SIDLER","SYLVAN",2020-10-04 13:59:41,"game","left back",10.44,3.45,3.16,2.24,1.06,0.29,0.23,0.01,1.56,0.52,96,98,38,56,16,29,13,5.74,30.97,5.09
"145","13","NDENGE","TSIY",2020-10-04 13:59:41,"game","center midfield",9.3,2.42,2.72,2.62,1.31,0.16,0.07,0,1.52,0.22,72,57,37,28,14,14,5,6.34,27.6,5.05
"146","15","SCHULZ","MARVIN",2020-10-04 13:59:41,"game","center midfield",11.08,2.54,3.35,3.08,1.73,0.26,0.13,0,2.09,0.38,59,77,21,42,12,18,8,6.6,27.68,5.46
"147","20","ALOUNGA","YVAN",2020-10-04 13:59:41,"game","left forward",6.43,1.91,2.06,1.44,0.7,0.16,0.11,0.05,1,0.31,55,56,27,28,17,11,8,6,33.28,4.97
"148","21","LINO","LANG",2020-10-04 13:59:41,"game","right midfield",1.69,0.37,0.53,0.42,0.27,0.05,0.06,0,0.37,0.11,18,18,6,11,3,5,2,6.41,29.88,4.36
"149","77","F","UGRINIC",2020-10-04 13:59:41,"game","ilip center",8.4,2.1,2.58,1.95,1.27,0.3,0.21,0,1.76,0.51,63,62,29,43,13,18,15,6.63,28.86,5.27
"150","3","BÜRKI","MARCO",2020-07-05 13:59:47,"game","left back",2.72,0.6,0.98,0.74,0.33,0.04,0.05,0,0.4,0.08,16,19,7,14,3,7,4,6.68,26.66,4.54
"151","4","KNEZEVIC","STEFAN",2020-07-05 13:59:47,"game","center back",11.26,2.21,4.13,3.44,1.27,0.16,0.05,0,1.46,0.2,67,71,24,38,6,16,3,6.79,28.38,4.77
"152","5","ALVES","LUCAS",2020-07-05 13:59:47,"game","center back",9.83,2.44,3.83,2.45,0.82,0.13,0.16,0,1.09,0.29,57,66,23,41,10,18,13,5.88,28.19,4.46
"153","7","IBRAH","NDIAYE",2020-07-05 13:59:47,"game","left forward",0.87,0.18,0.25,0.29,0.13,0.01,0.02,0,0.16,0.03,10,6,4,6,2,6,1,6.35,27.48,4.33
"154","9","MARGIOTTA","F",2020-07-05 13:59:47,"game","ran center",10.52,2.97,3.62,2.26,1.03,0.29,0.16,0.19,1.68,0.71,38,49,23,30,13,16,13,6.04,42.06,20.35
"155","10","ELEKE","BLESSING",2020-07-05 13:59:47,"game","center forward",8.07,2.15,2.93,1.68,0.96,0.19,0.16,0,1.3,0.35,49,69,18,32,5,11,8,6.21,30.45,4.82
"156","11","SCHURPF","PASCA",2020-07-05 13:59:47,"game","left forward",11.16,2.39,3.97,2.97,1.37,0.28,0.18,0,1.8,0.46,107,104,47,57,16,24,12,6.73,29.69,5.26
"157","12","SIDLER","SYLVAN",2020-07-05 13:59:47,"game","left back",6.22,1.04,1.85,2.05,1.1,0.14,0.04,0,1.26,0.18,36,66,16,32,3,13,3,7.62,26.25,4.71
"158","15","SCHULZ","MARVIN",2020-07-05 13:59:47,"game","center midfield",11.24,2.25,3.61,3.75,1.32,0.24,0.07,0,1.61,0.31,38,82,22,25,6,7,9,6.82,28.17,4.15
"159","17","GRETHER","SIMON",2020-07-05 13:59:47,"game","right back",10.84,2.5,3.23,3.1,1.67,0.23,0.11,0,1.98,0.33,99,101,44,62,18,33,7,6.55,28.77,5.2
"160","18","EMINI","LORIK",2020-07-05 13:59:47,"game","orik center",5.71,1.26,1.72,1.93,0.69,0.07,0.03,0,0.78,0.1,33,37,12,21,2,10,3,6.51,27.4,4.64
"161","22","BURCH","MARCO",2020-07-05 13:59:47,"game","right back",10.19,2.23,3.58,3.03,1.11,0.18,0.07,0,1.34,0.25,77,94,35,53,15,34,8,6.6,29.04,5.21
"162","23","MISTVAFOVIC","DAVID",2020-07-05 13:59:47,"game","center back",1.16,0.18,0.33,0.33,0.27,0.05,0,0,0.32,0.05,13,22,6,9,3,7,0,7.87,23.47,4.83
"163","77","RYDER","MATOS",2020-07-05 13:59:47,"game","center forward",9.9,2.78,3.46,1.98,1.02,0.26,0.35,0.05,1.66,0.66,66,82,25,43,9,23,24,5.96,31.94,4.91
"164","2","KAKABADZE","OTAR",2019-10-05 17:00:29,"game","right back",10.73,2.65,4.03,2.42,1.18,0.26,0.19,0,1.61,0.44,64,101,34,57,11,30,15,6.52,29.66,4.62
"165","3","CIRKOVIC","LAZAR",2019-10-05 17:00:29,"game","center back",0.49,0.17,0.14,0.11,0.04,0.01,0.01,0,0.07,0.03,3,5,1,3,1,2,1,5.25,25.89,4.47
"166","4","KNEZEVIC","STEFAN",2019-10-05 17:00:29,"game","center back",11.17,2.3,4.21,3.11,1.26,0.21,0.07,0,1.52,0.28,90,99,38,55,20,22,6,6.8,28.13,5
"167","5","ALVES","LUCAS",2019-10-05 17:00:29,"game","center back",9.83,2.66,3.9,2.15,0.8,0.17,0.15,0.01,1.1,0.32,51,97,29,53,13,37,12,5.98,30.7,5.54
"168","7","IBRAH","NDIAYE",2019-10-05 17:00:29,"game","left forward",11.46,1.84,3.33,3.47,1.98,0.39,0.39,0.07,2.8,0.84,106,138,50,60,20,35,25,8.05,33.42,5.26
"169","9","MARGIOTTA","F",2019-10-05 17:00:29,"game","ran center",12.51,2.09,3.71,3.92,2.34,0.33,0.12,0,2.76,0.44,85,92,38,58,12,18,9,7.72,28.7,4.79
"170","10","ELEKE","BLESSING",2019-10-05 17:00:29,"game","center forward",9.27,2.16,3.58,2.05,1.13,0.23,0.13,0,1.46,0.36,70,87,36,50,19,29,12,6.82,28.6,4.76
"171","11","SCHURPF","PASCA",2019-10-05 17:00:29,"game","left forward",11.85,2.37,3.97,3.24,1.5,0.45,0.31,0.02,2.24,0.76,106,110,49,51,13,30,24,7.29,30.56,4.94
"172","12","SIDLER","SYLVAN",2019-10-05 17:00:29,"game","left back",11.12,2.67,4.17,2.75,1.23,0.19,0.13,0,1.51,0.31,83,119,34,64,8,32,10,6.62,29.44,5.39
"173","14","VOCA","IDRIZ",2019-10-05 17:00:29,"game","center midfield",12.29,2.29,3.84,3.85,1.96,0.23,0.13,0,2.29,0.36,55,108,27,45,11,20,9,7.57,27.9,5.13
"174","15","SCHULZ","MARVIN",2019-10-05 17:00:29,"game","center midfield",11.3,2.23,3.73,3.18,1.71,0.25,0.2,0,2.13,0.44,51,91,18,40,8,22,14,7.22,28.57,4.84
"175","20","DEMHASAJ","MIMI",2019-10-05 17:00:29,"game","center forward",1.4,0.36,0.38,0.31,0.24,0.07,0.03,0.01,0.35,0.11,12,11,5,5,2,0,2,6.3,31.34,4.32
"176","21","MALES","DARIAN",2019-10-05 17:00:29,"game","center forward",2.15,0.51,0.58,0.53,0.36,0.1,0.06,0.01,0.52,0.17,20,22,11,12,6,8,6,6.81,31.98,4.56
"177","2","KAKABADZE","OTAR",2020-06-06 08:58:50,"game","right back",5.25,1.22,1.82,1.33,0.63,0.14,0.11,0,0.87,0.25,25,44,10,18,3,7,7,6.82,29.54,4.39
"178","3","BÜRKI","MARCO",2020-06-06 08:58:50,"game","left back",8.41,1.65,3.05,2.55,1.03,0.11,0.02,0,1.14,0.12,46,59,21,26,9,17,2,6.92,28.15,5.17
"179","4","KNEZEVIC","STEFAN",2020-06-06 08:58:50,"game","center back",5.65,0.91,1.96,1.86,0.75,0.1,0.07,0,0.91,0.17,44,63,21,26,10,13,6,7.32,29.09,4.58
"180","5","ALVES","LUCAS",2020-06-06 08:58:50,"game","center back",2.23,0.39,0.75,0.77,0.27,0.02,0.02,0.01,0.31,0.05,16,19,2,9,0,0,2,7.44,31,3.56
"181","6","BALATUBAN","ASH",2020-06-06 08:58:50,"game","left back",3.86,0.67,1.33,1.1,0.56,0.13,0.07,0,0.75,0.2,55,48,22,26,6,12,6,6.92,28.92,4.7
"182","7","IBRAH","NDIAYE",2020-06-06 08:58:50,"game","left forward",5.56,1.17,1.63,1.64,0.82,0.16,0.12,0.01,1.1,0.28,50,58,31,37,13,15,11,7.15,30.69,5.29
"183","9","MARGIOTTA","F",2020-06-06 08:58:50,"game","ran center",5.71,1.09,1.91,1.67,0.85,0.17,0.03,0,1.03,0.19,31,41,7,17,2,6,2,7.39,26.64,4.13
"184","11","SCHURPF","PASCA",2020-06-06 08:58:50,"game","left forward",5.81,1.05,1.93,1.61,0.85,0.21,0.16,0,1.2,0.36,36,40,11,24,5,12,12,7.54,28.43,5.06
"185","12","SIDLER","SYLVAN",2020-06-06 08:58:50,"game","left back",9.69,2.39,3.17,2.74,1.08,0.14,0.16,0.02,1.37,0.31,36,80,18,37,5,13,10,6.74,31.54,4.76
"186","13","NDENGE","TSIY",2020-06-06 08:58:50,"game","center midfield",5.67,1.09,1.73,2.1,0.68,0.06,0.01,0,0.74,0.06,23,37,10,24,1,9,1,7.25,25.92,4.17
"187","14","VOCA","IDRIZ",2020-06-06 08:58:50,"game","center midfield",6.27,1.03,1.61,2.19,1.22,0.17,0.05,0,1.43,0.22,41,66,15,36,5,21,7,8.06,25.97,4.38
